tokenized_tweet,lemmatized_tweets
"['millions', 'in', 'new', 'subsidies', 'for', 'builders', 'in', 'bid', 'to', 'cut', 'cost', 'of', 'construction', 'senior', 'officials', 'are', 'locked', 'in', 'confidential', 'talks', 'aimed', 'at', 'developing', 'measures', 'that', 'will', 'make', 'construction', 'especially', 'of', 'affordable', 'and', 'cost', 'rental', 'housing', 'more', 'attractive']","[ 'millions ' , 'in ' , 'new ' , 'subsidies ' , 'for ' , 'builders ' , 'in ' , 'bid ' , 'to ' , 'cut ' , 'cost ' , 'of ' , 'construction ' , 'senior ' , 'officials ' , 'are ' , 'locked ' , 'in ' , 'confidential ' , 'talks ' , 'aimed ' , 'at ' , 'developing ' , 'measures ' , 'that ' , 'will ' , 'make ' , 'construction ' , 'especially ' , 'of ' , 'affordable ' , 'and ' , 'cost ' , 'rental ' , 'housing ' , 'more ' , 'attractive ' ]"
"['housing', 'for', 'all', 'elsewhere', 'of', 'course', 'why', 'is', 'darragh', 'o', 'brien', 'referring', 'people', 'to', 'a', 'nimby', 'indy', 'councillor', 'in', 'balbriggan', 'hes', 'far', 'from', 'the', 'only', 'one', 'of', 'course']","[ 'housing ' , 'for ' , 'all ' , 'elsewhere ' , 'of ' , 'course ' , 'why ' , 'is ' , 'darragh ' , ' o ' , 'brien ' , 'referring ' , 'people ' , 'to ' , ' a ' , 'nimby ' , 'indy ' , 'councillor ' , 'in ' , 'balbriggan ' , 'hes ' , 'far ' , 'from ' , 'the ' , 'only ' , 'one ' , 'of ' , 'course ' ]"
"['recently', 'published', 'figures', 'show', 'that', 'the', 'social', 'housing', 'waiting', 'lists', 'have', 'fallen', 'by', 'over', '36', 'in', 'six', 'years', 'to', 'read', 'more', 'about', 'this', 'and', 'subscribe', 'to', 'the', 'housingforall', 'monthly', 'e', 'zine', 'click', 'here']","[ 'recently ' , 'published ' , 'figures ' , 'show ' , 'that ' , 'the ' , 'social ' , 'housing ' , 'waiting ' , 'lists ' , 'have ' , 'fallen ' , 'by ' , 'over ' , '36 ' , 'in ' , 'six ' , 'years ' , 'to ' , 'read ' , 'more ' , 'about ' , 'this ' , 'and ' , 'subscribe ' , 'to ' , 'the ' , 'housingforall ' , 'monthly ' , ' e ' , 'zine ' , 'click ' , 'here ' ]"
"['phelan', 'is', 'the', 'fourth', 'fine', 'gael', 'td', 'to', 'announce', 'their', 'retirement', 'since', 'the', 'last', 'general', 'election', 'alongside', 'donegals', 'joe', 'mchugh', 'and', 'kerry', 's', 'brendan', 'griffin', 'former', 'housing', 'minister', 'eoghan', 'murphy', 'retired', 'in', 'april', '2021']","[ 'phelan ' , 'is ' , 'the ' , 'fourth ' , 'fine ' , 'gael ' , 'td ' , 'to ' , 'announce ' , 'their ' , 'retirement ' , 'since ' , 'the ' , 'last ' , 'general ' , 'election ' , 'alongside ' , 'donegals ' , 'joe ' , 'mchugh ' , 'and ' , 'kerry ' , 's ' , 'brendan ' , 'griffin ' , 'former ' , 'housing ' , 'minister ' , 'eoghan ' , 'murphy ' , 'retired ' , 'in ' , 'april ' , '2021 ' ]"
"['not', 'one', 'modular', 'home', 'ready', 'for', 'ukrainian', 'refugees', 'as', 'government', 'way', 'off', 'target', 'of', '700']","[ 'not ' , 'one ' , 'modular ' , 'home ' , 'ready ' , 'for ' , 'ukrainian ' , 'refugees ' , 'as ' , 'government ' , 'way ' , 'off ' , 'target ' , 'of ' , '700 ' ]"
"['i', 'live', 'in', 'the', 'country', 'but', 'the', 'urban', 'boundary', 'is', 'been', 'pushed', 'out', 'to', 'us', 'bit', 'by', 'bit', 'very', 'evident', 'this', 'morning', 'on', 'a', '11', 'km', 'round', 'trip', 'to', 'the', 'local', 'dairygold', 'co', 'op', 'to', 'collect', 'plastic', 'with', '12', 'cranes', 'over', 'four', 'different', 'sites', 'pharm', 'health', 'care', 'housing', 'and', 'medical', 'devices']","[ ' i ' , 'live ' , 'in ' , 'the ' , 'country ' , 'but ' , 'the ' , 'urban ' , 'boundary ' , 'is ' , 'been ' , 'pushed ' , 'out ' , 'to ' , 'us ' , 'bit ' , 'by ' , 'bit ' , 'very ' , 'evident ' , 'this ' , 'morning ' , 'on ' , ' a ' , '11 ' , 'km ' , 'round ' , 'trip ' , 'to ' , 'the ' , 'local ' , 'dairygold ' , 'co ' , 'op ' , 'to ' , 'collect ' , 'plastic ' , 'with ' , '12 ' , 'cranes ' , 'over ' , 'four ' , 'different ' , 'sites ' , 'pharm ' , 'health ' , 'care ' , 'housing ' , 'and ' , 'medical ' , 'devices ' ]"
"['thanks', 'to', 'clarefm', 'for', 'having', 'the', 'f', 'ile', 'housing', 'ennis', 'team', 'on', 'to', 'talk', 'about', 'the', 'event', 'listen', 'back', 'here']","[ 'thanks ' , 'to ' , 'clarefm ' , 'for ' , 'having ' , 'the ' , ' f ' , 'ile ' , 'housing ' , 'ennis ' , 'team ' , 'on ' , 'to ' , 'talk ' , 'about ' , 'the ' , 'event ' , 'listen ' , 'back ' , 'here ' ]"
"['affordable', 'housing', 'expressions', 'of', 'interest', 'louth', 'county', 'council', 'is', 'seeking', 'expressions', 'of', 'interest', 'from', 'private', 'developers', 'and', 'building', 'contractors', 'who', 'can', 'deliver', 'completed', 'units', 'in', 'county', 'louth', 'by', 'the', '31st', 'october', '2023', 'please', 'follow', 'the', 'link', 'below']","[ 'affordable ' , 'housing ' , 'expressions ' , 'of ' , 'interest ' , 'louth ' , 'county ' , 'council ' , 'is ' , 'seeking ' , 'expressions ' , 'of ' , 'interest ' , 'from ' , 'private ' , 'developers ' , 'and ' , 'building ' , 'contractors ' , 'who ' , 'can ' , 'deliver ' , 'completed ' , 'units ' , 'in ' , 'county ' , 'louth ' , 'by ' , 'the ' , '31st ' , 'october ' , '2023 ' , 'please ' , 'follow ' , 'the ' , 'link ' , 'below ' ]"
"['you', 'can', 'now', 'access', 'the', 'cro', 'c', 'naithe', 'grant', 'with', 'louth', 'county', 'council', 'please', 'find', 'details', 'in', 'the', 'link', 'below']","[ 'you ' , 'can ' , 'now ' , 'access ' , 'the ' , 'cro ' , ' c ' , 'naithe ' , 'grant ' , 'with ' , 'louth ' , 'county ' , 'council ' , 'please ' , 'find ' , 'details ' , 'in ' , 'the ' , 'link ' , 'below ' ]"
"['west', 'cork', 'caravan', 'parks', 'are', 'reporting', 'a', 'big', 'rise', 'in', 'enquiries', 'about', 'long', 'term', 'lettings', 'with', 'people', 'also', 'using', 'them', 'as', 'short', 'term', 'solutions', 'while', 'they', 'look', 'for', 'housing', 'options', 'locally', 'more', 'in', 'this', 'weeks', 'southern', 'star', 'in', 'shops', 'or', 'online', 'via', 'our', 'epaper']","[ 'west ' , 'cork ' , 'caravan ' , 'parks ' , 'are ' , 'reporting ' , ' a ' , 'big ' , 'rise ' , 'in ' , 'enquiries ' , 'about ' , 'long ' , 'term ' , 'lettings ' , 'with ' , 'people ' , 'also ' , 'using ' , 'them ' , 'as ' , 'short ' , 'term ' , 'solutions ' , 'while ' , 'they ' , 'look ' , 'for ' , 'housing ' , 'options ' , 'locally ' , 'more ' , 'in ' , 'this ' , 'weeks ' , 'southern ' , 'star ' , 'in ' , 'shops ' , 'or ' , 'online ' , 'via ' , 'our ' , 'epaper ' ]"
"['ive', 'said', 'it', 'before', 'and', 'ill', 'say', 'it', 'again', 'robert', 'watt', 'is', 'the', 'most', 'useless', 'entitled', 'contemptuous', 'civil', 'servant', 'ive', 'ever', 'seen', 'or', 'heard', 'of', 'same', 'guy', 'had', 'a', 'spat', 'with', 'the', 'housing', 'minister', 'in', 'a', 'pub', 'has', 'had', 'multiple', 'run', 'ins', 'on', 'committees', 'and', 'regularly', 'refuses', 'to', 'do', 'his', 'actual', 'job']","[ 'ive ' , 'said ' , 'it ' , 'before ' , 'and ' , 'ill ' , 'say ' , 'it ' , 'again ' , 'robert ' , 'watt ' , 'is ' , 'the ' , 'most ' , 'useless ' , 'entitled ' , 'contemptuous ' , 'civil ' , 'servant ' , 'ive ' , 'ever ' , 'seen ' , 'or ' , 'heard ' , 'of ' , 'same ' , 'guy ' , 'had ' , ' a ' , 'spat ' , 'with ' , 'the ' , 'housing ' , 'minister ' , 'in ' , ' a ' , 'pub ' , 'has ' , 'had ' , 'multiple ' , 'run ' , 'ins ' , 'on ' , 'committees ' , 'and ' , 'regularly ' , 'refuses ' , 'to ' , 'do ' , 'his ' , 'actual ' , 'job ' ]"
"['not', 'one', 'modular', 'home', 'ready', 'for', 'ukrainian', 'refugees', 'as', 'government', 'way', 'off', 'target', 'of', '700']","[ 'not ' , 'one ' , 'modular ' , 'home ' , 'ready ' , 'for ' , 'ukrainian ' , 'refugees ' , 'as ' , 'government ' , 'way ' , 'off ' , 'target ' , 'of ' , '700 ' ]"
